symbol,name,sector,industry
EPSN,Epsilon Energy Ltd. Common Share,,
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
EQ,Equillium Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EQBK,Equity Bancshares Inc. Class A Common Stock,Finance,Finance: Consumer Services
EQC,Equity Commonwealth Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,,
EQH,Equitable Holdings Inc. Common Stock,,
EQH^A,Equitable Holdings Inc. Depositary Shares,,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,,
EQHA,EQ Health Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
EQIX,Equinix Inc. Common Stock REIT,Real Estate,Real Estate Investment Trusts
EQNR,Equinor ASA,Energy,Integrated oil Companies
EQOS,EQONEX LIMITED Ordinary Shares,Consumer Discretionary,Business Services
EQR,Equity Residential Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
EQRX,EQRx Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EQRXW,EQRx Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
EQS,Equus Total Return Inc. Common Stock,Finance,Finance/Investors Services
EQT,EQT Corporation Common Stock,Energy,Oil & Gas Production
EQX,Equinox Gold Corp. Common Shares,,
ERAS,Erasca Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ERC,Allspring Multi-Sector Income Fund Common Stock,Finance,Finance/Investors Services
ERES,East Resources Acquisition Company Class A Common Stock,Industrials,Consumer Electronics/Appliances
ERESU,East Resources Acquisition Company Unit,Industrials,Consumer Electronics/Appliances
ERESW,East Resources Acquisition Company Warrant,Industrials,Consumer Electronics/Appliances
ERF,Enerplus Corporation Common Stock,,
ERH,Allspring Utilities and High Income Fund Common Shares,Finance,Finance/Investors Services
ERIC,Ericsson American Depositary Shares,Technology,Computer Software: Prepackaged Software
ERIE,Erie Indemnity Company Class A Common Stock,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,Technology,Industrial Machinery/Components
ERJ,Embraer S.A. Common Stock,Industrials,Aerospace
ERO,Ero Copper Corp. Common Shares,,
ERYP,Erytech Pharma S.A. American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ES,Eversource Energy (D/B/A) Common Stock,Utilities,Electric Utilities: Central
ESAB,ESAB Corporation Common Stock,Industrials,Office Equipment/Supplies/Services
ESAC,ESGEN Acquisition Corporation Class A Ordinary Shares,,
ESACU,ESGEN Acquisition Corporation Unit,,
ESACW,ESGEN Acquisition Corporation Warrants,,
ESCA,Escalade Incorporated Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
ESE,ESCO Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Consumer Discretionary,Marine Transportation
ESGR,Enstar Group Limited Ordinary Shares,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Finance,Property-Casualty Insurers
ESI,Element Solutions Inc. Common Stock,Industrials,Industrial Specialties
ESLT,Elbit Systems Ltd. Ordinary Shares,Industrials,Military/Government/Technical
ESM,ESM Acquisition Corporation Class A Ordinary Shares,Finance,Major Banks
ESMT,EngageSmart Inc. Common Stock,Technology,EDP Services
ESNT,Essent Group Ltd. Common Shares,Finance,Property-Casualty Insurers
ESOA,Energy Services of America Corporation Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
ESP,Espey Mfg. & Electronics Corp. Common Stock,Technology,Industrial Machinery/Components
ESPR,Esperion Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,Finance,Commercial Banks
ESRT,Empire State Realty Trust Inc. Class A Common Stock,Real Estate,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
ESSA,ESSA Bancorp Inc. Common Stock,Finance,Banks
ESSC,East Stone Acquisition Corporation Ordinary Shares,Technology,Computer Software: Programming Data Processing
ESSCR,East Stone Acquisition Corporation Right,Technology,Computer Software: Programming Data Processing
ESSCW,East Stone Acquisition Corporation Warrant,Finance,Business Services
ESTA,Establishment Labs Holdings Inc. Common Shares,Health Care,Industrial Specialties
ESTC,Elastic N.V. Ordinary Shares,Technology,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc. Class A Common Stock,Energy,Oil & Gas Production
ET,Energy Transfer LP Common Units,Utilities,Natural Gas Distribution
ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,
ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,
ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
ETD,Ethan Allen Interiors Inc. Common Stock,Consumer Discretionary,Home Furnishings
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
ETN,Eaton Corporation PLC Ordinary Shares,Industrials,Industrial Machinery/Components
ETNB,89bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,Finance,Investment Managers
ETON,Eton Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ETR,Entergy Corporation Common Stock,Utilities,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation Common Stock,Energy,Oilfield Services/Equipment
ETSY,Etsy Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,Finance,Investment Managers
ETWO,E2open Parent Holdings Inc.Class A Common Stock,Technology,Computer Software: Prepackaged Software
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,Finance,Finance Companies
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,Finance,Business Services
EUCRU,Eucrates Biomedical Acquisition Corp. Unit,Finance,Business Services
EUCRW,Eucrates Biomedical Acquisition Corp. Warrant,Finance,Business Services
EURN,Euronav NV Ordinary Shares,Consumer Discretionary,Marine Transportation
EVA,Enviva Inc. Common Stock,,
EVAX,Evaxion Biotech A/S American Depositary Share,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVBG,Everbridge Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
EVBN,Evans Bancorp Inc. Common Stock,Finance,Major Banks
EVC,Entravision Communications Corporation Common Stock,Industrials,Broadcasting
EVCM,EverCommerce Inc. Common Stock,Technology,EDP Services
EVE,EVe Mobility Acquisition Corp Class A Ordinary Shares,,
EVER,EverQuote Inc. Class A Common Stock,Technology,EDP Services
EVEX,Eve Holding Inc. Common Stock,Industrials,Aerospace
EVF,Eaton Vance Senior Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
EVGN,Evogene Ltd Ordinary Shares,Industrials,Agricultural Chemicals
EVGO,EVgo Inc. Class A Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
EVGOW,EVgo Inc. Warrants,Consumer Discretionary,Catalog/Specialty Distribution
EVGRU,Evergreen Corporation Unit,,
EVH,Evolent Health Inc Class A Common Stock,Health Care,Managed Health Care
EVI,EVI Industries Inc.  Common Stock,Industrials,Industrial Machinery/Components
EVK,Ever-Glory International Group Inc. Common Stock,Consumer Discretionary,Apparel
EVLO,Evelo Biosciences Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,Technology,Security Systems Services
EVLVW,Evolv Technologies Holdings Inc. Warrant,Technology,Security Systems Services
EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,Finance,Finance/Investors Services
EVN,Eaton Vance Municipal Income Trust Common Stock,Finance,Investment Managers
EVO,Evotec SE American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
EVOJ,Evo Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
EVOJU,Evo Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
EVOJW,Evo Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
EVOK,Evoke Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EVOP,EVO Payments Inc. Class A Common Stock,Technology,EDP Services
EVR,Evercore Inc. Class A Common Stock,Finance,Investment Managers
EVRG,Evergy Inc. Common Stock,Utilities,Power Generation
EVRI,Everi Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EVTC,Evertec Inc. Common Stock,Technology,EDP Services
EVTL,Vertical Aerospace Ltd. Ordinary Shares,,
EVTV,Envirotech Vehicles Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
EW,Edwards Lifesciences Corporation Common Stock,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc. Common Stock,Finance,Commercial Banks
EWCZ,European Wax Center Inc. Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics
EWTX,Edgewise Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EXAI,Exscientia Plc American Depositary Shares,,
EXAS,Exact Sciences Corporation Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXC,Exelon Corporation Common Stock,Utilities,Power Generation
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
EXEL,Exelixis Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFY,Expensify Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),,
EXLS,ExlService Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
EXN,Excellon Resources Inc. Common Shares,,
EXP,Eagle Materials Inc Common Stock,Industrials,Building Materials
EXPD,Expeditors International of Washington Inc. Common Stock,Consumer Discretionary,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,Consumer Discretionary,Other Consumer Services
EXPI,eXp World Holdings Inc. Common Stock,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,Consumer Discretionary,Professional Services
EXPR,Express Inc. Common Stock,,
EXR,Extra Space Storage Inc Common Stock,Real Estate,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,Consumer Discretionary,Diversified Commercial Services
EXTR,Extreme Networks Inc. Common Stock,Telecommunications,Telecommunications Equipment
EYE,National Vision Holdings Inc. Common Stock,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
EZFL,EzFill Holdings Inc. Common Stock,Technology,EDP Services
EZGO,EZGO Technologies Ltd. Ordinary Shares,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,Miscellaneous,Diversified Commercial Services
F,Ford Motor Company Common Stock,Consumer Discretionary,Auto Manufacturing
F^B,Ford Motor Company 6.20% Notes due June 1 2059,,
F^C,Ford Motor Company 6% Notes due December 1 2059,,
F^D,Ford Motor Company 6.500% Notes due August 15 2062,,
FA,First Advantage Corporation Common Stock,Consumer Discretionary,Business Services
FACA,Figure Acquisition Corp. I Class A Common Stock,Industrials,Consumer Electronics/Appliances
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,Finance,Business Services
FAF,First American Corporation (New) Common Stock,Finance,Specialty Insurers
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
FAMI,Farmmi Inc. Ordinary Shares,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Common Stock,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,Consumer Staples,Specialty Foods
FARO,FARO Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,Basic Materials,Construction Materials
FAT,FAT Brands Inc. Class A Common Stock,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATH,Fathom Digital Manufacturing Corporation Class A Common Stock,Technology,Computer peripheral equipment
FATP,Fat Projects Acquisition Corp Class A Ordinary Share,,
FATPU,Fat Projects Acquisition Corp Unit,,
FATPW,Fat Projects Acquisition Corp Warrant,,
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,Industrials,Industrial Machinery/Components
FBC,Flagstar Bancorp Inc. Common Stock,Finance,Savings Institutions
FBHS,Fortune Brands Home & Security Inc. Common Stock,,
FBIO,Fortress Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FBIZ,First Business Financial Services Inc. Common Stock,Finance,Major Banks
FBK,FB Financial Corporation Common Stock,Finance,Major Banks
FBMS,First Bancshares Inc.,Finance,Major Banks
FBNC,First Bancorp Common Stock,Finance,Major Banks
FBP,First BanCorp. New Common Stock,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,,
FBRX,Forte Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
FC,Franklin Covey Company Common Stock,Consumer Discretionary,Professional Services
FCAP,First Capital Inc. Common Stock,Finance,Savings Institutions
